,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_Status,s28mo_AR_M-s22mo_AR_M_Status,Description
8898,ENSMUSG00000040688,Tbl3,-0.0750232027,4.34952965,0.4801866797573,0.48833777053570654,0.9391688002349273,NS,transducin (beta)-like 3
9031,ENSMUSG00000041245,Wnk3,0.1982888835,1.03661045,0.4866437867558,0.48542826632992325,0.9391688002349273,NS,WNK lysine deficient protein kinase 3
9086,ENSMUSG00000041491,Cep78,-0.1465061305,1.86041088,0.4789011722894,0.4889204624185736,0.9391688002349273,NS,centrosomal protein 78
9189,ENSMUSG00000041977,Arhgef11,0.071166855,4.70317125,0.4644506161725,0.4955512842236075,0.9391688002349273,NS,Rho guanine nucleotide exchange factor (GEF) 11
9206,ENSMUSG00000042073,Abhd14b,-0.1280604274,2.42973965,0.4696996627911,0.4931253701487622,0.9391688002349273,NS,abhydrolase domain containing 14b
9283,ENSMUSG00000042406,Atf4,-0.0840965898,7.35487402,0.4857797340048,0.48581593268531736,0.9391688002349273,NS,activating transcription factor 4
9465,ENSMUSG00000043424,Eif3j2,-0.0785681711,5.35807916,0.4662132328485,0.4947344362392087,0.9391688002349273,NS,"eukaryotic translation initiation factor 3, subunit J2"
9466,ENSMUSG00000043432,Leng9,-0.1349907668,2.5291747,0.4755405812667,0.4904492239751963,0.9391688002349273,NS,leukocyte receptor cluster (LRC) member 9
9509,ENSMUSG00000043872,Zmym1,0.1365870452,2.19324934,0.4818984655751,0.4875636458694995,0.9391688002349273,NS,"zinc finger, MYM domain containing 1"
9510,ENSMUSG00000043881,Kbtbd7,0.1369506653,2.7337769,0.4782152911425,0.4892318304170616,0.9391688002349273,NS,kelch repeat and BTB (POZ) domain containing 7
9589,ENSMUSG00000044456,Rin3,0.0988495275,3.14355386,0.4579205374597,0.4985974195881005,0.9391688002349273,NS,Ras and Rab interactor 3
9601,ENSMUSG00000044533,Rps2,-0.0731221132,8.71334092,0.4598972156696,0.4976720134801783,0.9391688002349273,NS,ribosomal protein S2
9615,ENSMUSG00000044641,Pard6b,-0.1792274167,1.25466208,0.4595184583014,0.4978491083279594,0.9391688002349273,NS,par-6 family cell polarity regulator beta
9771,ENSMUSG00000045896,Paip2b,-0.0683522783,7.27607947,0.4863644785879,0.48555352488894626,0.9391688002349273,NS,poly(A) binding protein interacting protein 2B
9835,ENSMUSG00000046413,Irx3os,-0.2851461133,0.2487842,0.4666043152084,0.49455350416084,0.9391688002349273,NS,"iroquois homeobox 3,  opposite strand"
9840,ENSMUSG00000046441,Cmtr2,-0.1306013929,2.3068796,0.4873563829447,0.48510893733156446,0.9391688002349273,NS,cap methyltransferase 2
9878,ENSMUSG00000046727,Cystm1,-0.076680673,6.61530921,0.4657649870432,0.49494195156859816,0.9391688002349273,NS,cysteine-rich transmembrane module containing 1
9948,ENSMUSG00000047242,Taf9b,0.0987060279,3.34135355,0.4577735907092,0.498666330756083,0.9391688002349273,NS,TATA-box binding protein associated factor 9B
9963,ENSMUSG00000047371,Zfp768,0.0725312486,5.39487469,0.4750058075225,0.49069323207512305,0.9391688002349273,NS,zinc finger protein 768
10099,ENSMUSG00000048379,Socs4,-0.1145187634,3.11321423,0.4624563761305,0.49647821460190195,0.9391688002349273,NS,suppressor of cytokine signaling 4
10111,ENSMUSG00000048458,Inka2,0.1280280797,2.33928782,0.4804188767991,0.4882326438966135,0.9391688002349273,NS,inka box actin regulator 2
10168,ENSMUSG00000048921,Zfp689,0.1784982191,0.88550254,0.4605364288391,0.49737337913177526,0.9391688002349273,NS,zinc finger protein 689
10219,ENSMUSG00000049339,Retreg2,-0.0852971889,3.93730587,0.4740366425267,0.4911359621943073,0.9391688002349273,NS,reticulophagy regulator family member 2
10345,ENSMUSG00000050312,Nsun3,-0.1139856735,2.91388385,0.484842654508,0.4862369427043832,0.9391688002349273,NS,NOL1/NOP2/Sun domain family member 3
10346,ENSMUSG00000050315,Synpo2,0.0735692712,9.63790229,0.4730753284054,0.49157576543464065,0.9391688002349273,NS,synaptopodin 2
10357,ENSMUSG00000050447,Lypd6,0.1908455745,0.89207628,0.4590394148114,0.4980732463890693,0.9391688002349273,NS,LY6/PLAUR domain containing 6
10534,ENSMUSG00000052033,Pfdn4,-0.1370191363,2.01076428,0.4603501333415,0.49746038336218246,0.9391688002349273,NS,prefoldin 4
10626,ENSMUSG00000052783,Grk4,-0.1754988049,0.97237298,0.4598232541494,0.49770658715842014,0.9391688002349273,NS,G protein-coupled receptor kinase 4
10704,ENSMUSG00000053483,Usp21,-0.0847430201,3.80249097,0.4750680063985,0.49066484138348354,0.9391688002349273,NS,ubiquitin specific peptidase 21
10706,ENSMUSG00000053536,Cstf2t,-0.0780794936,4.54018628,0.457256769126,0.4989088240979758,0.9391688002349273,NS,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
10860,ENSMUSG00000054967,Zfp647,0.2136535796,0.33683698,0.4674102753211,0.4941809816748147,0.9391688002349273,NS,zinc finger protein 647
10947,ENSMUSG00000055932,Fto,-0.0747155483,6.67302938,0.4610932983829,0.49711346155843994,0.9391688002349273,NS,fat mass and obesity associated
10982,ENSMUSG00000056268,Dennd1b,-0.0798230499,4.28086902,0.4702315837398,0.49288064849422664,0.9391688002349273,NS,DENN/MADD domain containing 1B
10987,ENSMUSG00000056342,Usp34,0.0757298245,6.2175858,0.4815276887824,0.48773115008320894,0.9391688002349273,NS,ubiquitin specific peptidase 34
11212,ENSMUSG00000058706,0610030E20Rik,-0.081646976,4.38598253,0.477244884192,0.4896729283015016,0.9391688002349273,NS,RIKEN cDNA 0610030E20 gene
11249,ENSMUSG00000059149,Mfsd4a,-0.0873538268,4.26886242,0.469843034122,0.4930593890460421,0.9391688002349273,NS,major facilitator superfamily domain containing 4A
11305,ENSMUSG00000059734,Ndufs8,-0.0816992192,6.67281336,0.4732459788836,0.4914976444450383,0.9391688002349273,NS,NADH:ubiquinone oxidoreductase core subunit S8
11310,ENSMUSG00000059772,Slx1b,0.1318357852,2.1202354,0.4761928657523,0.49015187165189456,0.9391688002349273,NS,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
11391,ENSMUSG00000060572,Mfap2,0.2338840055,0.97525567,0.4867806325923,0.485366915940753,0.9391688002349273,NS,microfibrillar-associated protein 2
11552,ENSMUSG00000062328,Rpl17,-0.0700118916,7.28496449,0.4636801312491,0.4959090626624061,0.9391688002349273,NS,ribosomal protein L17
11577,ENSMUSG00000062619,2310039H08Rik,-0.0917408292,3.77568512,0.4730860430986,0.4915708598131715,0.9391688002349273,NS,RIKEN cDNA 2310039H08 gene
11592,ENSMUSG00000062785,Kcnc3,0.1219564516,2.75398418,0.4786179836428,0.4890489809787182,0.9391688002349273,NS,"potassium voltage gated channel, Shaw-related subfamily, member 3"
11608,ENSMUSG00000062960,Kdr,-0.0946342647,5.39765727,0.4771250730596,0.48972743431961874,0.9391688002349273,NS,kinase insert domain protein receptor
11614,ENSMUSG00000063015,Ccni,-0.0768621222,6.58506892,0.4646759606313,0.49544672655919897,0.9391688002349273,NS,cyclin I
11715,ENSMUSG00000064061,Dzip3,-0.1684626727,1.24700121,0.4785880872923,0.4890625520205541,0.9391688002349273,NS,"DAZ interacting protein 3, zinc finger"
11795,ENSMUSG00000066324,Bpnt2,0.0732577109,6.47007153,0.4865948804964,0.48545019497448305,0.9391688002349273,NS,"3'(2'), 5'-bisphosphate nucleotidase 2"
11798,ENSMUSG00000066406,Akap13,-0.0695799032,6.47621473,0.4599649254894,0.49764036574861054,0.9391688002349273,NS,A kinase (PRKA) anchor protein 13
11847,ENSMUSG00000067194,Eif1ax,-0.0754836075,6.59026624,0.4612107492833,0.4970586709064453,0.9391688002349273,NS,"eukaryotic translation initiation factor 1A, X-linked"
11850,ENSMUSG00000067212,H2-T23,-0.1026394014,3.53508085,0.4674562960982,0.49415972465642866,0.9391688002349273,NS,"histocompatibility 2, T region locus 23"
11931,ENSMUSG00000068523,Gng5,0.0749551558,6.64545392,0.4662876637843,0.4946999926091352,0.9391688002349273,NS,"guanine nucleotide binding protein (G protein), gamma 5"
11978,ENSMUSG00000069208,Zfp825,0.1473601917,2.10921909,0.4893586661259,0.4842135283324047,0.9391688002349273,NS,zinc finger protein 825
12078,ENSMUSG00000070808,Bicra,0.0989277245,3.33383461,0.4665922330878,0.49455909222188765,0.9391688002349273,NS,BRD4 interacting chromatin remodeling complex associated protein
12122,ENSMUSG00000071369,Map3k5,0.1149979058,3.16042692,0.46371555029,0.49589260611901687,0.9391688002349273,NS,mitogen-activated protein kinase kinase kinase 5
12132,ENSMUSG00000071533,Pcnp,0.0794183444,5.51833389,0.4866165506903,0.4854404782660334,0.9391688002349273,NS,PEST proteolytic signal containing nuclear protein
12195,ENSMUSG00000072704,Smim10l1,0.0853350736,7.42085379,0.4578972595258,0.4986083347781129,0.9391688002349273,NS,small integral membrane protein 10 like 1
12231,ENSMUSG00000073198,Bnip3l-ps,-0.3142630488,-0.23221182,0.4808301189951,0.48804654726434527,0.9391688002349273,NS,"BCL2/adenovirus E1B interacting protein 3-like, pseudogene"
12264,ENSMUSG00000073590,3222401L13Rik,-0.1761692385,1.3724102,0.4854437786931,0.48596680089540933,0.9391688002349273,NS,RIKEN cDNA 3222401L13 gene
12290,ENSMUSG00000073787,Gm10575,-0.2074483116,0.41606625,0.4677779071048,0.4940112152296528,0.9391688002349273,NS,predicted gene 10575
12373,ENSMUSG00000074657,Kif5a,0.2311265403,0.27609655,0.4588198992069,0.4981760118317539,0.9391688002349273,NS,kinesin family member 5A
12385,ENSMUSG00000074766,Ism1,-0.236378743,-0.09243438,0.4800274566139,0.4884098801689128,0.9391688002349273,NS,"isthmin 1, angiogenesis inhibitor"
12399,ENSMUSG00000074825,Itpripl1,-0.1346778976,2.47741867,0.4735506118812,0.49135824002660106,0.9391688002349273,NS,"inositol 1,4,5-triphosphate receptor interacting protein-like 1"
12509,ENSMUSG00000078495,Zfp984,-0.2186362661,0.19413504,0.4884720469351,0.4846096821048667,0.9391688002349273,NS,zinc finger protein 984
12634,ENSMUSG00000079426,Arpc4,0.076094638,4.57979096,0.4726603236635,0.49176583444471506,0.9391688002349273,NS,"actin related protein 2/3 complex, subunit 4"
12682,ENSMUSG00000080316,Spaca6,0.1394195724,2.16664444,0.4614912614731,0.49692785366779246,0.9391688002349273,NS,sperm acrosome associated 6
12698,ENSMUSG00000081128,Gm13328,0.1685798637,1.2963333,0.4834372880547,0.48686947787654056,0.9391688002349273,NS,predicted gene 13328
12809,ENSMUSG00000085180,AI838599,0.1937221589,0.94925113,0.4665879487894,0.4945610737638213,0.9391688002349273,NS,expressed sequence AI838599
12837,ENSMUSG00000085433,Gm16001,0.2073439223,0.28658077,0.4754609471747,0.4904855468162067,0.9391688002349273,NS,predicted gene 16001
12876,ENSMUSG00000085890,Tnfsf13os,0.2479614925,-0.12198649,0.4788931519051,0.4889241015095932,0.9391688002349273,NS,"tumor necrosis factor (ligand) superfamily, member 13, opposite strand"
12921,ENSMUSG00000086602,Gm15609,0.2882173784,-0.233442,0.4612472515173,0.49704164475068746,0.9391688002349273,NS,predicted gene 15609
12926,ENSMUSG00000086645,Gm15743,-0.1668071724,1.81448275,0.4763444539859,0.4900828112450378,0.9391688002349273,NS,predicted gene 15743
13083,ENSMUSG00000090019,Gimap1,0.1649576845,1.21366696,0.475809709156,0.4903265020944923,0.9391688002349273,NS,"GTPase, IMAP family member 1"
13116,ENSMUSG00000090272,Mndal,0.2152541733,1.23808715,0.4597648131593,0.49773390855903193,0.9391688002349273,NS,myeloid nuclear differentiation antigen like
13231,ENSMUSG00000093483,AA465934,-0.1470246022,1.56585416,0.4594052880875,0.49790204377517666,0.9391688002349273,NS,expressed sequence AA465934
13241,ENSMUSG00000093677,Gm20712,0.2179110894,0.69074433,0.4646629945665,0.495452741681817,0.9391688002349273,NS,predicted gene 20712
13250,ENSMUSG00000093989,Rnasek,-0.0768271533,5.36450587,0.4840281016589,0.48660339517573686,0.9391688002349273,NS,"ribonuclease, RNase K"
13395,ENSMUSG00000097322,A530083I20Rik,-0.2755923673,-0.24674156,0.4852613799052,0.48604874361466655,0.9391688002349273,NS,RIKEN cDNA A530083I20 gene
13445,ENSMUSG00000097620,4921514A10Rik,-0.2326606742,0.28805928,0.4605719094627,0.49735681178802565,0.9391688002349273,NS,RIKEN cDNA 4921514A10 gene
13537,ENSMUSG00000099552,9830004L10Rik,-0.1848329754,1.43472042,0.4884068396414,0.4846388387533662,0.9391688002349273,NS,RIKEN cDNA 9830004L10 gene
13543,ENSMUSG00000099760,Gm28800,0.2545410859,-0.2476279,0.474594499644,0.49088104269219834,0.9391688002349273,NS,predicted gene 28800
13687,ENSMUSG00000103436,Gm36995,-0.164824758,1.54919341,0.4810463087807,0.487948763626298,0.9391688002349273,NS,"predicted gene, 36995"
13701,ENSMUSG00000103715,4933431K14Rik,-0.1552769942,1.50140257,0.4835885431999,0.48680133465064834,0.9391688002349273,NS,RIKEN cDNA 4933431K14 gene
13796,ENSMUSG00000106120,Gm42697,-0.2126178823,0.64671815,0.4614863726036,0.496930133101148,0.9391688002349273,NS,predicted gene 42697
13850,ENSMUSG00000107470,Gm3375,-0.0802395064,4.40784369,0.4872601816522,0.48515202682897346,0.9391688002349273,NS,predicted gene 3375
14152,ENSMUSG00000115049,Gm49172,-0.1942753042,0.80560731,0.4592843594292,0.4979586187575097,0.9391688002349273,NS,"predicted gene, 49172"
14212,ENSMUSG00000116802,Gm5165,-0.2134131175,0.67800819,0.4790197859406,0.4888666490776614,0.9391688002349273,NS,predicted gene 5165
14266,ENSMUSG00000118012,Gm46620,-0.0867316336,5.2197277,0.4702162773054,0.4928876877039753,0.9391688002349273,NS,"predicted gene, 46620"
14301,ENSMUSG00000118642,AY036118,-0.1543855916,1.63575105,0.468486330445,0.49368435268866934,0.9391688002349273,NS,cDNA sequence AY036118
14304,ENSMUSG00000118661,Muc6,0.2555655391,0.13678638,0.4582069589993,0.49846314757270654,0.9391688002349273,NS,"mucin 6, gastric"
566,ENSMUSG00000004394,Tmed4,-0.0704234082,5.7015345,0.4568226186861,0.49911268242668366,0.9393188207570743,NS,transmembrane p24 trafficking protein 4
6332,ENSMUSG00000031609,Sap30,-0.1305022703,2.43796906,0.4561964153713,0.49940696921347183,0.9393188207570743,NS,sin3 associated polypeptide
6683,ENSMUSG00000032382,Snx1,0.1046580373,3.3629601,0.4563533249289,0.4993332013234047,0.9393188207570743,NS,sorting nexin 1
7359,ENSMUSG00000034867,Ankrd27,-0.1035306225,3.83705803,0.4561095586814,0.49944781109268294,0.9393188207570743,NS,ankyrin repeat domain 27 (VPS9 domain)
7715,ENSMUSG00000036452,Arhgap26,-0.1383048597,2.31843983,0.4563519944591,0.49933382673954274,0.9393188207570743,NS,Rho GTPase activating protein 26
9169,ENSMUSG00000041891,Lman1,0.0752573387,5.6135085,0.4562392344028,0.4993868368695957,0.9393188207570743,NS,"lectin, mannose-binding, 1"
9881,ENSMUSG00000046743,Fat4,0.1602600502,2.3505492,0.4561099536638,0.4994476253506662,0.9393188207570743,NS,FAT atypical cadherin 4
9411,ENSMUSG00000042992,Borcs5,-0.0820969336,3.96193425,0.455892427182,0.4995499357588329,0.9393874793541904,NS,BLOC-1 related complex subunit 5
3657,ENSMUSG00000025026,Add3,0.0820635587,5.38578387,0.4550421775682,0.49995017945785425,0.9396085210186989,NS,adducin 3 (gamma)
4154,ENSMUSG00000026281,Dtymk,-0.1087202841,3.16346941,0.4548341953005,0.5000481671684895,0.9396085210186989,NS,deoxythymidylate kinase
4787,ENSMUSG00000027828,Ssr3,0.0679657611,7.42092829,0.4550999576847,0.4999229630102131,0.9396085210186989,NS,"signal sequence receptor, gamma"
7817,ENSMUSG00000036882,Arhgap33,0.2533708585,-0.35488799,0.4547888724857,0.5000695246547513,0.9396085210186989,NS,Rho GTPase activating protein 33
8872,ENSMUSG00000040599,Mis12,0.1162453564,2.77534777,0.4551015680609,0.49992220450293745,0.9396085210186989,NS,MIS12 kinetochore complex component
10793,ENSMUSG00000054400,Cklf,0.2824014611,-0.3395013,0.4546670982311,0.5001269160493494,0.9396085210186989,NS,chemokine-like factor
12312,ENSMUSG00000074121,Ntf5,0.1906473128,1.85774414,0.455469090928,0.499749147705461,0.9396085210186989,NS,neurotrophin 5
2257,ENSMUSG00000021116,Eif2s1,0.0678535479,4.90619609,0.4519837272022,0.5013944162851097,0.9400807144435152,NS,"eukaryotic translation initiation factor 2, subunit 1 alpha"
2264,ENSMUSG00000021134,Srsf5,-0.0686932893,7.29811037,0.4518108913281,0.5014762431340515,0.9400807144435152,NS,serine and arginine-rich splicing factor 5
4409,ENSMUSG00000026880,Stom,-0.1254433436,5.43045469,0.4533817439466,0.5007333776495142,0.9400807144435152,NS,stomatin
4415,ENSMUSG00000026890,Lhx6,0.1612866531,1.28043792,0.4537104678197,0.5005781588522071,0.9400807144435152,NS,LIM homeobox protein 6
5340,ENSMUSG00000029047,Pex10,-0.1034367593,3.43973438,0.4531434466314,0.5008459494358621,0.9400807144435152,NS,peroxisomal biogenesis factor 10
6850,ENSMUSG00000032812,Arap1,0.0759603976,4.38940818,0.4525495266134,0.5011267048853656,0.9400807144435152,NS,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
7149,ENSMUSG00000034083,Ccdc174,-0.1066426566,3.51675464,0.4527059620656,0.5010527294041961,0.9400807144435152,NS,coiled-coil domain containing 174
7297,ENSMUSG00000034636,Zyg11b,0.0736606662,6.96121092,0.4529155666192,0.5009536403224565,0.9400807144435152,NS,"zyg-ll family member B, cell cycle regulator"
7650,ENSMUSG00000036167,Pphln1,-0.0972388615,3.23582552,0.4518518728244,0.5014568389340455,0.9400807144435152,NS,periphilin 1
7725,ENSMUSG00000036502,Tmem255a,0.2624005667,0.19165507,0.4521671070123,0.5013076223833982,0.9400807144435152,NS,transmembrane protein 255A
8687,ENSMUSG00000039908,Slc26a11,0.1431297238,1.69569707,0.4534773114083,0.5006882436055291,0.9400807144435152,NS,"solute carrier family 26, member 11"
10724,ENSMUSG00000053693,Mast1,-0.3317085336,-0.61195404,0.4521507343751,0.5013153705346343,0.9400807144435152,NS,microtubule associated serine/threonine kinase 1
12686,ENSMUSG00000080797,Gm15760,-0.3030904584,-0.46875933,0.4519469192342,0.5014118406247964,0.9400807144435152,NS,predicted gene 15760
13288,ENSMUSG00000095595,Fam177a,-0.0699759578,4.32633729,0.4517721651949,0.5014945806234371,0.9400807144435152,NS,"family with sequence similarity 177, member A"
13444,ENSMUSG00000097617,Gm10687,-0.2203857961,0.15037103,0.4529435332021,0.500940421835684,0.9400807144435152,NS,predicted gene 10687
13544,ENSMUSG00000099764,Rps10-ps2,-0.1478433344,1.44352025,0.4519494277034,0.5014106531203876,0.9400807144435152,NS,"ribosomal protein S10, pseudogene 2"
13755,ENSMUSG00000105203,4933428P19Rik,-0.1284714534,2.31032855,0.4526307141619,0.5010883104518847,0.9400807144435152,NS,RIKEN cDNA 4933428P19 gene
4434,ENSMUSG00000026933,Camsap1,-0.077197946,5.65825476,0.4512780125086,0.5017286706323084,0.9403963928740674,NS,calmodulin regulated spectrin-associated protein 1
10444,ENSMUSG00000051238,Swsap1,0.1936145554,1.21342291,0.4508883122047,0.5019134106801726,0.9406195035079657,NS,SWIM type zinc finger 7 associated protein 1
11773,ENSMUSG00000066057,Gm1976,-0.2148944797,0.25832318,0.4506492435777,0.5020268001039087,0.9407088573674811,NS,predicted gene 1976
468,ENSMUSG00000003435,Supt5,-0.0766089394,6.9095219,0.4504333217397,0.5021292485903252,0.9407776891531338,NS,"suppressor of Ty 5, DSIF elongation factor subunit"
4583,ENSMUSG00000027329,Spef1,-0.1607608743,1.11122723,0.4502513103307,0.5022156352558185,0.9408164138082041,NS,sperm flagellar 1
412,ENSMUSG00000002985,Apoe,-0.1298973801,7.3761018,0.4498235183081,0.5024187746117164,0.9408355375305097,NS,apolipoprotein E
1852,ENSMUSG00000020260,Pofut2,0.0757121887,4.43872523,0.4499912599017,0.5023391049226706,0.9408355375305097,NS,protein O-fucosyltransferase 2
3979,ENSMUSG00000025887,Casp12,-0.1366529968,3.86604382,0.4496762875893,0.5024887203100222,0.9408355375305097,NS,caspase 12
5635,ENSMUSG00000029684,Wasl,0.0713572027,4.43476463,0.4497610566963,0.5024484465622236,0.9408355375305097,NS,WASP like actin nucleation promoting factor
5189,ENSMUSG00000028736,Pax7,0.1853020945,0.96455059,0.4493292949179,0.5026536336896564,0.9409165694116797,NS,paired box 7
9375,ENSMUSG00000042742,Bmt2,-0.1043023483,3.37288501,0.4493086506508,0.5026634480902854,0.9409165694116797,NS,base methyltransferase of 25S rRNA 2
330,ENSMUSG00000002393,Nr2f6,-0.0706496668,4.83427007,0.4444050774102,0.5050039392780749,0.9410011057601286,NS,"nuclear receptor subfamily 2, group F, member 6"
914,ENSMUSG00000008398,Elk3,0.1198502404,3.39784908,0.4470011616742,0.5037625058406829,0.9410011057601286,NS,"ELK3, member of ETS oncogene family"
